년,월,일,지역-시도,지역-시군구,지역-읍면동,성별,연령대,이용_비율(%)
2018,2,3,충청북도,청주시 상당구,용암동,남,60대이상,0.00016
2018,2,3,충청북도,청주시 상당구,북문로2가,여,40대,0.00016
2018,2,3,충청북도,충주시,문화동,남,50대,0.00033
2018,2,3,충청북도,충주시,문화동,남,60대이상,0.00008
2018,2,3,충청북도,충주시,문화동,남,20대,0.00099
2018,2,3,충청북도,충주시,문화동,여,10대,0.00041
2018,2,3,충청북도,충주시,문화동,여,20대,0.00288
2018,2,3,충청북도,청주시 흥덕구,향정동,남,40대,0.00181
2018,2,3,충청북도,청주시 상당구,북문로1가,남,50대,0.00033
2018,2,3,충청북도,청주시 상당구,북문로1가,여,30대,0.00362
2018,2,3,충청북도,청주시 청원구,오창읍,여,50대,0.00016
2018,2,3,충청북도,충주시,문화동,여,30대,0.00288
2018,2,3,충청북도,청주시 상당구,북문로1가,여,10대,0.00016
2018,2,3,충청북도,충주시,문화동,여,40대,0.00173
2018,2,3,충청북도,청주시 상당구,용암동,남,30대,0.00329
2018,2,3,충청북도,청주시 흥덕구,지동동,여,10대,0.00016
2018,2,3,충청북도,충주시,문화동,여,50대,0.00058
2018,2,3,충청북도,충주시,문화동,여,60대이상,0.00016
2018,2,4,강원도,강릉시,임당동,남,20대,0.00132
2018,2,4,강원도,강릉시,임당동,여,20대,0.00181
2018,2,4,강원도,강릉시,임당동,남,40대,0.00049
2018,2,4,강원도,강릉시,임당동,여,30대,0.00082
2018,2,4,강원도,속초시,조양동,남,40대,0.00206
2018,2,4,강원도,속초시,조양동,여,20대,0.00337
2018,2,4,강원도,속초시,조양동,여,30대,0.00206
2018,2,4,강원도,속초시,조양동,여,50대,0.00091
2018,2,4,강원도,원주시,단계동,남,10대,0.00033
2018,2,4,강원도,원주시,단계동,남,30대,0.00296
2018,2,4,강원도,원주시,단계동,남,50대,0.00049
2018,2,4,강원도,원주시,단계동,남,40대,0.00222
2018,2,4,강원도,원주시,단계동,남,60대이상,0.00033
2018,2,4,강원도,원주시,단계동,여,40대,0.00132
2018,2,4,강원도,강릉시,임당동,남,30대,0.00214
2018,2,4,강원도,원주시,단구동,남,20대,0.00049
2018,2,4,강원도,원주시,단구동,남,40대,0.00049
2018,2,4,강원도,원주시,단구동,남,50대,0.00016
2018,2,4,강원도,원주시,단계동,여,30대,0.00189
2018,2,4,강원도,원주시,단구동,여,30대,0.00066
2018,2,4,강원도,원주시,단구동,여,40대,0.00016
2018,2,4,강원도,원주시,무실동,남,30대,0.00214
2018,2,4,강원도,원주시,무실동,남,40대,0.00132
2018,2,4,강원도,원주시,무실동,남,50대,0.00016
2018,2,4,강원도,속초시,조양동,남,10대,0.00041
2018,2,4,강원도,원주시,무실동,여,30대,0.00148
2018,2,4,강원도,원주시,무실동,여,40대,0.00049
2018,2,4,강원도,원주시,반곡동,남,20대,0.00107
2018,2,4,강원도,원주시,반곡동,여,10대,0.00041
2018,2,4,강원도,원주시,무실동,여,20대,0.00033
2018,2,4,강원도,원주시,단구동,남,30대,0.00066
2018,2,4,강원도,원주시,반곡동,여,20대,0.00239
2018,2,4,강원도,원주시,단계동,여,20대,0.00527
2018,2,4,강원도,원주시,반곡동,여,30대,0.00486
2018,2,4,강원도,원주시,반곡동,여,60대이상,0.00049
2018,2,4,강원도,속초시,조양동,여,60대이상,0.00058
2018,2,4,강원도,춘천시,온의동,남,10대,0.00025
2018,2,4,강원도,춘천시,온의동,남,20대,0.00173
2018,2,4,강원도,춘천시,온의동,남,30대,0.0028
2018,2,4,강원도,속초시,조양동,여,10대,0.00091
2018,2,4,강원도,원주시,단구동,여,60대이상,0.00016
2018,2,4,강원도,춘천시,온의동,남,40대,0.00239
2018,2,4,강원도,원주시,무실동,남,20대,0.00016
2018,2,4,강원도,원주시,반곡동,남,60대이상,0.00016
2018,2,4,강원도,춘천시,온의동,여,20대,0.00255
2018,2,4,강원도,속초시,조양동,남,30대,0.00165
2018,2,4,강원도,원주시,단계동,여,60대이상,0.00016
2018,2,4,강원도,춘천시,온의동,여,30대,0.00337
2018,2,4,강원도,춘천시,온의동,여,40대,0.00132
2018,2,4,강원도,원주시,단계동,여,50대,0.00033
2018,2,4,강원도,춘천시,온의동,여,50대,0.00049
2018,2,4,강원도,원주시,반곡동,남,30대,0.00395
2018,2,4,강원도,원주시,반곡동,여,40대,0.00486
2018,2,4,강원도,춘천시,온의동,여,60대이상,0.00025
2018,2,4,강원도,속초시,조양동,남,50대,0.00115
2018,2,4,강원도,춘천시,중앙로2가,남,20대,0.00082
2018,2,4,강원도,강릉시,임당동,여,40대,0.00033
2018,2,4,강원도,춘천시,온의동,남,50대,0.00066
2018,2,4,강원도,춘천시,중앙로2가,남,30대,0.00099
2018,2,4,강원도,춘천시,중앙로2가,남,40대,0.00033
2018,2,4,강원도,춘천시,중앙로2가,남,50대,0.00016
2018,2,4,강원도,원주시,무실동,여,50대,0.00033
2018,2,4,강원도,춘천시,중앙로2가,여,10대,0.00016
2018,2,4,강원도,춘천시,중앙로2가,여,30대,0.00066
2018,2,4,강원도,원주시,반곡동,남,10대,0.00041
2018,2,4,강원도,춘천시,중앙로2가,여,40대,0.00016
2018,2,4,강원도,원주시,반곡동,남,50대,0.00132
2018,2,4,강원도,속초시,조양동,남,20대,0.00239
2018,2,4,강원도,춘천시,퇴계동,남,20대,0.00181
2018,2,4,강원도,춘천시,퇴계동,남,30대,0.00115
2018,2,4,강원도,춘천시,퇴계동,남,40대,0.00082
2018,2,4,강원도,춘천시,퇴계동,남,50대,0.00033
2018,2,4,강원도,원주시,단계동,여,10대,0.00041
2018,2,4,강원도,춘천시,퇴계동,여,20대,0.00049
2018,2,4,강원도,춘천시,퇴계동,여,30대,0.00082
2018,2,4,강원도,속초시,조양동,여,40대,0.00165
2018,2,4,강원도,춘천시,퇴계동,여,40대,0.00082
2018,2,4,강원도,춘천시,퇴계동,여,50대,0.00016
2018,2,4,강원도,원주시,단계동,남,20대,0.00518
2018,2,4,강원도,춘천시,중앙로2가,여,20대,0.00066
2018,2,4,강원도,원주시,반곡동,남,40대,0.00411
2018,2,4,강원도,춘천시,퇴계동,여,60대이상,0.00049
2018,2,4,강원도,원주시,반곡동,여,50대,0.00041
2018,2,4,경기도,고양시 일산동구,장항동,여,40대,0.0065
2018,2,4,경기도,고양시 일산서구,주엽동,남,20대,0.00016
2018,2,4,경기도,고양시 일산서구,주엽동,여,40대,0.00033
2018,2,4,경기도,광명시,광명동,여,20대,0.00115
2018,2,4,경기도,광명시,일직동,남,40대,0.00346
2018,2,4,경기도,광명시,일직동,여,20대,0.00033
2018,2,4,경기도,군포시,산본동,여,60대이상,0.00016
2018,2,4,경기도,김포시,걸포동,남,50대,0.00025
2018,2,4,경기도,김포시,운양동,여,10대,0.00016
2018,2,4,경기도,고양시 일산동구,백석동,여,50대,0.00321
2018,2,4,경기도,부천시,심곡동,남,50대,0.00016
2018,2,4,경기도,부천시 소사구,괴안동,남,30대,0.00198
2018,2,4,경기도,부천시 원미구,상동,여,20대,0.00181
2018,2,4,경기도,부천시 오정구,원종동,여,30대,0.00477
2018,2,4,경기도,성남시 분당구,야탑동,남,20대,0.00115
2018,2,4,경기도,성남시 분당구,야탑동,여,40대,0.00132
2018,2,4,경기도,성남시 수정구,창곡동,여,40대,0.00066
2018,2,4,경기도,구리시,인창동,남,40대,0.0051
2018,2,4,경기도,수원시 영통구,영통동,남,30대,0.01218
2018,2,4,경기도,부천시 원미구,중동,여,30대,0.00379
2018,2,4,경기도,김포시,걸포동,여,30대,0.00115
2018,2,4,경기도,광명시,철산동,여,30대,0.00033
2018,2,4,경기도,성남시 중원구,성남동,여,40대,0.00049
2018,2,4,경기도,수원시 장안구,조원동,남,60대이상,0.00016
2018,2,4,경기도,성남시 분당구,구미동,남,50대,0.00115
2018,2,4,경기도,고양시 일산서구,덕이동,남,60대이상,0.00049
2018,2,4,경기도,수원시 장안구,조원동,여,20대,0.00181
2018,2,4,경기도,시흥시,월곶동,남,50대,0.00041
2018,2,4,경기도,수원시 권선구,권선동,여,30대,0.00699
2018,2,4,경기도,고양시 일산서구,덕이동,여,50대,0.00132
2018,2,4,경기도,시흥시,정왕동,남,50대,0.00049
2018,2,4,경기도,시흥시,정왕동,여,30대,0.00148
2018,2,4,경기도,남양주시,화도읍,남,30대,0.00016
2018,2,4,경기도,안산시 단원구,고잔동,남,60대이상,0.00008
2018,2,4,경기도,안산시 단원구,고잔동,여,40대,0.00214
2018,2,4,경기도,안산시 상록구,성포동,여,20대,0.00099
2018,2,4,경기도,수원시 팔달구,영동,남,50대,0.00025
2018,2,4,경기도,안양시 동안구,관양동,남,60대이상,0.00066
2018,2,4,경기도,안양시 동안구,호계동,남,20대,0.00132
2018,2,4,경기도,광명시,철산동,남,30대,0.00132
2018,2,4,경기도,시흥시,정왕동,남,40대,0.00148
2018,2,4,경기도,고양시 덕양구,화정동,남,20대,0.00066
2018,2,4,경기도,안산시 단원구,고잔동,여,30대,0.00263
2018,2,4,경기도,안양시 동안구,호계동,남,30대,0.00428
2018,2,4,경기도,고양시 일산동구,장항동,여,20대,0.0051
2018,2,4,경기도,안양시 동안구,호계동,남,50대,0.00115
2018,2,4,경기도,남양주시,호평동,여,30대,0.00354
2018,2,4,경기도,고양시 일산동구,장항동,남,50대,0.00518
2018,2,4,경기도,군포시,산본동,여,20대,0.00132
2018,2,4,경기도,시흥시,대야동,여,40대,0.00033
2018,2,4,경기도,고양시 일산동구,백석동,남,30대,0.00601
2018,2,4,경기도,시흥시,정왕동,남,30대,0.00263
2018,2,4,경기도,광명시,광명동,남,60대이상,0.00016
2018,2,4,경기도,성남시 분당구,구미동,여,50대,0.00016
2018,2,4,경기도,안양시 동안구,호계동,여,20대,0.00263
2018,2,4,경기도,김포시,걸포동,남,30대,0.00181
2018,2,4,경기도,안산시 단원구,고잔동,여,20대,0.0079
2018,2,4,경기도,부천시 오정구,원종동,여,40대,0.00165
2018,2,4,경기도,안양시 동안구,호계동,여,40대,0.00198
2018,2,4,경기도,김포시,걸포동,여,50대,0.00041
2018,2,4,경기도,남양주시,호평동,여,50대,0.00189
2018,2,4,경기도,군포시,산본동,남,40대,0.00165
2018,2,4,경기도,안양시 동안구,호계동,여,50대,0.00016
2018,2,4,경기도,양주시,광사동,남,10대,0.00033
2018,2,4,경기도,양주시,광사동,남,30대,0.00337
2018,2,4,경기도,양주시,광사동,남,60대이상,0.00008
2018,2,4,경기도,양주시,광사동,여,50대,0.00049
2018,2,4,경기도,오산시,원동,남,30대,0.00518
2018,2,4,경기도,남양주시,호평동,남,30대,0.00387
2018,2,4,경기도,광명시,일직동,남,20대,0.00115
2018,2,4,경기도,성남시 분당구,야탑동,남,30대,0.0028
2018,2,4,경기도,오산시,원동,여,20대,0.00337
2018,2,4,경기도,군포시,산본동,남,30대,0.00214
2018,2,4,경기도,김포시,운양동,여,40대,0.00033
2018,2,4,경기도,광명시,일직동,여,40대,0.00148
2018,2,4,경기도,오산시,원동,여,30대,0.00329
2018,2,4,경기도,남양주시,호평동,여,40대,0.00675
2018,2,4,경기도,오산시,원동,여,50대,0.00058
2018,2,4,경기도,남양주시,진접읍,여,40대,0.00016
2018,2,4,경기도,용인시 기흥구,중동,남,40대,0.00329
2018,2,4,경기도,고양시 덕양구,삼송동,남,10대,0.00049
2018,2,4,경기도,안양시 만안구,안양동,남,50대,0.00099
2018,2,4,경기도,용인시 기흥구,중동,여,40대,0.00099
2018,2,4,경기도,구리시,인창동,여,40대,0.00181
2018,2,4,경기도,시흥시,대야동,남,30대,0.00066
2018,2,4,경기도,부천시 소사구,괴안동,여,40대,0.00033
2018,2,4,경기도,용인시 수지구,죽전동,남,30대,0.00181
2018,2,4,경기도,용인시 수지구,죽전동,남,60대이상,0.00033
2018,2,4,경기도,시흥시,정왕동,남,20대,0.00082
2018,2,4,경기도,성남시 수정구,창곡동,남,10대,0.00033
2018,2,4,경기도,용인시 수지구,죽전동,여,40대,0.00165
2018,2,4,경기도,고양시 일산동구,백석동,여,20대,0.00691
2018,2,4,경기도,용인시 처인구,김량장동,남,20대,0.00066
2018,2,4,경기도,용인시 기흥구,중동,남,50대,0.00033
2018,2,4,경기도,용인시 처인구,김량장동,남,40대,0.00181
2018,2,4,경기도,광주시,경안동,여,50대,0.00016
2018,2,4,경기도,부천시 오정구,원종동,남,50대,0.00148
2018,2,4,경기도,수원시 영통구,이의동,여,20대,0.00115
2018,2,4,경기도,성남시 분당구,구미동,남,60대이상,0.00099
2018,2,4,경기도,부천시,심곡동,남,40대,0.00099
2018,2,4,경기도,남양주시,호평동,여,20대,0.00263
2018,2,4,경기도,수원시 팔달구,영동,여,30대,0.00115
2018,2,4,경기도,용인시 처인구,김량장동,여,20대,0.00099
2018,2,4,경기도,의정부시,민락동,남,20대,0.00198
2018,2,4,경기도,부천시 원미구,상동,남,30대,0.00428
2018,2,4,경기도,고양시 일산동구,장항동,여,30대,0.00856
2018,2,4,경기도,의정부시,민락동,남,50대,0.00239
2018,2,4,경기도,성남시 분당구,야탑동,남,40대,0.00263
2018,2,4,경기도,오산시,원동,남,20대,0.00272
2018,2,4,경기도,성남시 수정구,창곡동,여,20대,0.00049
2018,2,4,경기도,성남시 수정구,창곡동,남,50대,0.00033
2018,2,4,경기도,성남시 수정구,창곡동,여,50대,0.00033
2018,2,4,경기도,남양주시,진접읍,여,50대,0.00016
2018,2,4,경기도,김포시,운양동,남,60대이상,0.00016
2018,2,4,경기도,의정부시,민락동,여,10대,0.00074
2018,2,4,경기도,성남시 분당구,서현동,여,20대,0.00774
2018,2,4,경기도,고양시 일산서구,덕이동,여,60대이상,0.00041
2018,2,4,경기도,수원시 영통구,이의동,남,60대이상,0.00016
2018,2,4,경기도,김포시,사우동,여,40대,0.00082
2018,2,4,경기도,광주시,경안동,남,20대,0.00099
2018,2,4,경기도,수원시 영통구,이의동,여,50대,0.00033
2018,2,4,경기도,고양시 덕양구,삼송동,남,50대,0.00222
2018,2,4,경기도,수원시 팔달구,매산로1가,남,60대이상,0.00049
2018,2,4,경기도,부천시 원미구,상동,여,30대,0.0023
2018,2,4,경기도,의정부시,민락동,여,30대,0.00453
2018,2,4,경기도,부천시,심곡동,여,30대,0.00132
2018,2,4,경기도,의정부시,민락동,여,40대,0.0028
2018,2,4,경기도,수원시 권선구,권선동,여,20대,0.00593
2018,2,4,경기도,의정부시,의정부동,남,40대,0.00198
2018,2,4,경기도,의정부시,의정부동,남,50대,0.00181
2018,2,4,경기도,의정부시,의정부동,여,10대,0.00016
2018,2,4,경기도,성남시 분당구,서현동,여,50대,0.00132
2018,2,4,경기도,용인시 처인구,김량장동,여,50대,0.00016
2018,2,4,경기도,고양시 일산동구,백석동,남,60대이상,0.00058
2018,2,4,경기도,수원시 팔달구,매산로1가,여,10대,0.00033
2018,2,4,경기도,남양주시,진접읍,여,20대,0.00049
2018,2,4,경기도,양주시,광사동,여,20대,0.00025
2018,2,4,경기도,안양시 동안구,관양동,남,30대,0.00263
2018,2,4,경기도,군포시,산본동,여,30대,0.00115
2018,2,4,경기도,수원시 권선구,권선동,남,10대,0.00049
2018,2,4,경기도,고양시 일산서구,덕이동,남,20대,0.0023
2018,2,4,경기도,의정부시,의정부동,여,40대,0.00198
2018,2,4,경기도,김포시,사우동,남,30대,0.00115
2018,2,4,경기도,고양시 일산동구,장항동,여,60대이상,0.00066
2018,2,4,경기도,이천시,중리동,남,20대,0.00214
2018,2,4,경기도,광주시,경안동,여,20대,0.00033
2018,2,4,경기도,안산시 단원구,고잔동,남,10대,0.00041
2018,2,4,경기도,이천시,중리동,남,40대,0.00247
2018,2,4,경기도,이천시,중리동,남,50대,0.00016
2018,2,4,경기도,광명시,철산동,남,60대이상,0.00016
2018,2,4,경기도,광주시,탄벌동,남,30대,0.00033
2018,2,4,경기도,김포시,걸포동,여,10대,0.00074
2018,2,4,경기도,부천시 원미구,중동,여,50대,0.00049
2018,2,4,경기도,고양시 일산서구,덕이동,남,10대,0.00091
2018,2,4,경기도,이천시,중리동,여,20대,0.00379
2018,2,4,경기도,성남시 수정구,신흥동,여,30대,0.00049
2018,2,4,경기도,수원시 팔달구,매산로1가,여,40대,0.00115
2018,2,4,경기도,시흥시,월곶동,여,60대이상,0.00008
2018,2,4,경기도,남양주시,진접읍,남,40대,0.00066
2018,2,4,경기도,성남시 중원구,성남동,남,40대,0.00033
2018,2,4,경기도,안양시 만안구,안양동,여,40대,0.00148
2018,2,4,경기도,파주시,금촌동,남,40대,0.00091
2018,2,4,경기도,파주시,금촌동,여,10대,0.00099
2018,2,4,경기도,고양시 일산동구,장항동,남,10대,0.00033
2018,2,4,경기도,파주시,다율동,남,40대,0.00049
2018,2,4,경기도,부천시 소사구,괴안동,남,20대,0.00066
2018,2,4,경기도,시흥시,월곶동,남,30대,0.00189
2018,2,4,경기도,김포시,사우동,여,20대,0.00016
2018,2,4,경기도,부천시 원미구,상동,여,40대,0.00016
2018,2,4,경기도,고양시 일산동구,장항동,남,60대이상,0.00041
2018,2,4,경기도,성남시 수정구,신흥동,여,60대이상,0.00016
2018,2,4,경기도,시흥시,정왕동,여,40대,0.00099
2018,2,4,경기도,부천시 원미구,중동,여,20대,0.0028
2018,2,4,경기도,성남시 분당구,서현동,여,30대,0.00288
2018,2,4,경기도,파주시,다율동,여,20대,0.00066
2018,2,4,경기도,부천시,심곡동,남,30대,0.00082
2018,2,4,경기도,용인시 수지구,죽전동,여,30대,0.00181
2018,2,4,경기도,오산시,원동,남,60대이상,0.00033
2018,2,4,경기도,안양시 동안구,관양동,남,50대,0.00132
2018,2,4,경기도,부천시 오정구,원종동,여,60대이상,0.00033
2018,2,4,경기도,안양시 동안구,관양동,남,40대,0.00263
2018,2,4,경기도,성남시 분당구,서현동,남,20대,0.00362
2018,2,4,경기도,성남시 분당구,야탑동,여,20대,0.00082
2018,2,4,경기도,안산시 단원구,고잔동,남,20대,0.00658
2018,2,4,경기도,성남시 분당구,야탑동,남,60대이상,0.00066
2018,2,4,경기도,수원시 장안구,조원동,여,60대이상,0.00016
2018,2,4,경기도,고양시 일산동구,백석동,남,10대,0.00049
2018,2,4,경기도,수원시 영통구,영통동,여,50대,0.00354
2018,2,4,경기도,광명시,일직동,남,50대,0.00082
2018,2,4,경기도,김포시,걸포동,남,10대,0.00074
2018,2,4,경기도,파주시,다율동,여,30대,0.00132
2018,2,4,경기도,남양주시,별내동,남,50대,0.00132
2018,2,4,경기도,파주시,동패동,남,50대,0.00148
2018,2,4,경기도,광명시,광명동,남,50대,0.00033
2018,2,4,경기도,남양주시,호평동,남,60대이상,0.00058
2018,2,4,경기도,파주시,동패동,남,10대,0.00041
2018,2,4,경기도,파주시,금촌동,여,40대,0.00239
2018,2,4,경기도,시흥시,월곶동,남,20대,0.00123
2018,2,4,경기도,남양주시,화도읍,여,40대,0.00016
2018,2,4,경기도,수원시 권선구,권선동,여,10대,0.00115
2018,2,4,경기도,파주시,동패동,여,20대,0.00074
2018,2,4,경기도,안산시 단원구,고잔동,남,40대,0.00346
2018,2,4,경기도,김포시,운양동,남,30대,0.00082
2018,2,4,경기도,파주시,동패동,남,40대,0.00173
2018,2,4,경기도,용인시 수지구,죽전동,남,40대,0.00362
2018,2,4,경기도,성남시 중원구,성남동,남,30대,0.00115
2018,2,4,경기도,시흥시,월곶동,여,40대,0.00222
2018,2,4,경기도,파주시,문산읍,남,40대,0.00033
2018,2,4,경기도,파주시,문산읍,남,50대,0.00016
2018,2,4,경기도,부천시 오정구,원종동,여,50대,0.00066
2018,2,4,경기도,남양주시,호평동,남,40대,0.00774
2018,2,4,경기도,수원시 영통구,이의동,여,30대,0.00148
2018,2,4,경기도,용인시 수지구,죽전동,남,20대,0.00115
2018,2,4,경기도,고양시 일산서구,주엽동,여,30대,0.00066
2018,2,4,경기도,남양주시,화도읍,여,30대,0.00016
2018,2,4,경기도,파주시,문산읍,여,30대,0.00016
2018,2,4,경기도,파주시,문산읍,여,40대,0.00049
2018,2,4,경기도,시흥시,대야동,남,20대,0.00066
2018,2,4,경기도,부천시 오정구,원종동,남,20대,0.00181
2018,2,4,경기도,파주시,신촌동,남,50대,0.00099
2018,2,4,경기도,안양시 동안구,관양동,여,40대,0.00082
2018,2,4,경기도,수원시 팔달구,영동,남,40대,0.00099
2018,2,4,경기도,파주시,신촌동,여,20대,0.00115
2018,2,4,경기도,파주시,금촌동,남,20대,0.00198
2018,2,4,경기도,군포시,산본동,남,20대,0.00049
2018,2,4,경기도,수원시 권선구,권선동,여,40대,0.00477
2018,2,4,경기도,의정부시,의정부동,남,20대,0.00329
2018,2,4,경기도,파주시,신촌동,여,40대,0.00115
2018,2,4,경기도,남양주시,별내동,여,20대,0.0014
2018,2,4,경기도,수원시 팔달구,매산로1가,여,20대,0.00395
2018,2,4,경기도,남양주시,진접읍,남,20대,0.00049
2018,2,4,경기도,안산시 단원구,고잔동,남,30대,0.00477
2018,2,4,경기도,파주시,신촌동,여,50대,0.00074
2018,2,4,경기도,안성시,공도읍,여,40대,0.00016
2018,2,4,경기도,성남시 중원구,성남동,남,20대,0.00033
2018,2,4,경기도,평택시,비전동,남,20대,0.00066
2018,2,4,경기도,수원시 장안구,조원동,남,40대,0.00198
2018,2,4,경기도,평택시,비전동,여,30대,0.00181
2018,2,4,경기도,광주시,경안동,여,40대,0.00082
2018,2,4,경기도,평택시,서정동,남,20대,0.00066
2018,2,4,경기도,양주시,광사동,남,50대,0.00033
2018,2,4,경기도,부천시 오정구,원종동,여,20대,0.00313
2018,2,4,경기도,부천시,심곡동,여,20대,0.00181
2018,2,4,경기도,수원시 팔달구,매산로1가,남,40대,0.00411
2018,2,4,경기도,평택시,서정동,남,30대,0.00132
2018,2,4,경기도,시흥시,대야동,여,20대,0.00016
2018,2,4,경기도,안양시 동안구,호계동,남,60대이상,0.00033
2018,2,4,경기도,파주시,신촌동,남,40대,0.00272
2018,2,4,경기도,수원시 팔달구,매산로1가,여,30대,0.00461
2018,2,4,경기도,남양주시,별내동,여,50대,0.00099
2018,2,4,경기도,평택시,서정동,여,20대,0.00049
2018,2,4,경기도,김포시,걸포동,여,60대이상,0.00025
2018,2,4,경기도,파주시,금촌동,여,20대,0.00206
2018,2,4,경기도,파주시,동패동,여,50대,0.00066
2018,2,4,경기도,의정부시,민락동,여,20대,0.00239
2018,2,4,경기도,수원시 영통구,영통동,남,40대,0.01308
2018,2,4,경기도,수원시 팔달구,매산로1가,남,30대,0.00576
2018,2,4,경기도,수원시 팔달구,매산로1가,여,50대,0.00099
2018,2,4,경기도,양주시,광사동,여,10대,0.00049
2018,2,4,경기도,부천시,심곡동,여,50대,0.00016
2018,2,4,경기도,파주시,신촌동,여,30대,0.00165
2018,2,4,경기도,평택시,서정동,여,30대,0.00066
2018,2,4,경기도,고양시 일산서구,덕이동,여,40대,0.00222
2018,2,4,경기도,군포시,산본동,남,60대이상,0.00033
2018,2,4,경기도,성남시 분당구,서현동,여,60대이상,0.00041
2018,2,4,경기도,시흥시,대야동,여,30대,0.00033
2018,2,4,경기도,안양시 동안구,호계동,남,40대,0.00379
2018,2,4,경기도,파주시,다율동,남,50대,0.00033
2018,2,4,경기도,고양시 덕양구,화정동,남,30대,0.00115
2018,2,4,경기도,평택시,평택동,남,20대,0.00214
2018,2,4,경기도,고양시 일산서구,주엽동,남,30대,0.00082
2018,2,4,경기도,성남시 분당구,서현동,남,40대,0.00403
2018,2,4,경기도,성남시 중원구,성남동,여,20대,0.00049
2018,2,4,경기도,고양시 덕양구,화정동,남,50대,0.00082
2018,2,4,경기도,남양주시,호평동,남,50대,0.00222
2018,2,4,경기도,광주시,경안동,남,30대,0.00132
2018,2,4,경기도,평택시,평택동,남,30대,0.00436
2018,2,4,경기도,의정부시,의정부동,여,50대,0.00132
2018,2,4,경기도,고양시 덕양구,삼송동,남,40대,0.00486
2018,2,4,경기도,평택시,평택동,남,50대,0.00066
2018,2,4,경기도,남양주시,화도읍,여,10대,0.00016
2018,2,4,경기도,수원시 영통구,이의동,남,30대,0.00379
2018,2,4,경기도,광명시,일직동,남,30대,0.00296
2018,2,4,경기도,용인시 기흥구,중동,여,20대,0.00082
2018,2,4,경기도,남양주시,진접읍,여,30대,0.00066
2018,2,4,경기도,시흥시,월곶동,여,50대,0.00058
2018,2,4,경기도,부천시 소사구,괴안동,남,40대,0.00082
2018,2,4,경기도,구리시,인창동,여,30대,0.0028
2018,2,4,경기도,파주시,동패동,여,40대,0.00263
2018,2,4,경기도,구리시,인창동,여,10대,0.00016
2018,2,4,경기도,파주시,금촌동,여,30대,0.00247
2018,2,4,경기도,부천시 원미구,상동,남,40대,0.00198
2018,2,4,경기도,하남시,신장동,남,50대,0.00272
2018,2,4,경기도,성남시 분당구,서현동,남,30대,0.00239
2018,2,4,경기도,고양시 덕양구,삼송동,여,30대,0.00675
2018,2,4,경기도,오산시,원동,여,10대,0.00016
2018,2,4,경기도,군포시,산본동,남,50대,0.00082
2018,2,4,경기도,안양시 동안구,관양동,여,50대,0.00082
2018,2,4,경기도,하남시,신장동,여,10대,0.00156
2018,2,4,경기도,시흥시,월곶동,여,20대,0.00165
2018,2,4,경기도,하남시,신장동,여,30대,0.00757
2018,2,4,경기도,안양시 만안구,안양동,여,50대,0.00049
2018,2,4,경기도,하남시,신장동,남,30대,0.01144
2018,2,4,경기도,수원시 권선구,권선동,여,50대,0.00049
2018,2,4,경기도,하남시,신장동,여,50대,0.00206
2018,2,4,경기도,평택시,평택동,남,40대,0.00123
2018,2,4,경기도,성남시 수정구,신흥동,여,20대,0.00033
2018,2,4,경기도,시흥시,월곶동,여,10대,0.00016
2018,2,4,경기도,안산시 단원구,고잔동,여,50대,0.00107
2018,2,4,경기도,부천시 원미구,중동,남,10대,0.00016
2018,2,4,경기도,성남시 분당구,서현동,여,10대,0.00025
2018,2,4,경기도,화성시,반송동,남,10대,0.00016
2018,2,4,경기도,고양시 덕양구,삼송동,여,10대,0.00049
2018,2,4,경기도,광주시,경안동,남,40대,0.00115
2018,2,4,경기도,성남시 수정구,창곡동,남,30대,0.00181
2018,2,4,경기도,성남시 분당구,야탑동,여,50대,0.00033
2018,2,4,경기도,고양시 덕양구,삼송동,여,50대,0.00239
2018,2,4,경기도,용인시 기흥구,중동,남,30대,0.00181
2018,2,4,경기도,광주시,탄벌동,여,40대,0.00049
2018,2,4,경기도,김포시,걸포동,남,40대,0.00387
2018,2,4,경기도,남양주시,별내동,남,30대,0.00255
2018,2,4,경기도,화성시,반송동,남,20대,0.00272
2018,2,4,경기도,평택시,비전동,여,40대,0.00033
2018,2,4,경기도,평택시,비전동,여,50대,0.00033
2018,2,4,경기도,부천시 원미구,중동,남,30대,0.00444
2018,2,4,경기도,남양주시,호평동,남,10대,0.00156
2018,2,4,경기도,화성시,반송동,남,30대,0.00576
2018,2,4,경기도,수원시 영통구,영통동,여,30대,0.01037
2018,2,4,경기도,고양시 일산서구,덕이동,여,20대,0.00255
2018,2,4,경기도,안산시 상록구,성포동,여,30대,0.00148
2018,2,4,경기도,수원시 팔달구,영동,여,10대,0.00008
2018,2,4,경기도,광주시,탄벌동,남,40대,0.00016
2018,2,4,경기도,안산시 단원구,고잔동,여,10대,0.00049
2018,2,4,경기도,안산시 상록구,성포동,여,50대,0.00016
2018,2,4,경기도,안양시 동안구,관양동,남,20대,0.00181
2018,2,4,경기도,용인시 처인구,김량장동,여,40대,0.00082
2018,2,4,경기도,파주시,문산읍,여,20대,0.00033
2018,2,4,경기도,남양주시,별내동,남,40대,0.00255
2018,2,4,경기도,수원시 영통구,영통동,여,60대이상,0.00099
2018,2,4,경기도,수원시 장안구,조원동,남,50대,0.00066
2018,2,4,경기도,평택시,비전동,남,60대이상,0.00016
